age,height,weight,gender,status
16,141,42,F,fit
21,161,77,M,not_fit
11,158,39,F,fit
14,131,47,M,not_fit
24,176,109,M,not_fit
29,163,58,M,fit
9,109,19,F,fit
20,178,99,F,not_fit
18,182,93,F,not_fit
26,180,58,F,fit
16,155,44,F,fit
6,90,34,M,not_fit
18,159,45,F,fit
37,164,66,F,fit
25,182,84,F,not_fit
16,163,41,M,fit
17,146,69,M,not_fit
35,187,106,M,not_fit
18,163,104,M,not_fit
6,140,30,F,fit
17,160,33,F,not_fit
21,189,90,F,not_fit
33,155,74,F,not_fit
39,166,103,F,not_fit
5,103,16,F,fit
38,153,51,F,fit
36,160,55,F,fit
10,159,50,M,fit
28,179,71,M,fit
31,160,52,F,fit
35,167,57,F,fit
17,155,57,M,fit
21,190,69,F,fit
10,180,52,F,fit
25,184,84,M,fit
31,172,84,F,not_fit
40,163,81,M,not_fit
20,184,77,M,fit
30,170,51,F,fit
22,180,61,M,fit
20,168,108,F,not_fit
5,131,18,F,not_fit
21,152,51,M,fit
10,150,55,M,fit
16,180,44,M,not_fit
35,166,65,F,fit
28,188,92,M,not_fit
8,130,34,F,fit
26,182,55,F,fit
33,163,95,M,not_fit
25,183,91,M,not_fit
23,159,95,M,not_fit
17,151,59,F,not_fit
22,165,46,F,fit
29,163,84,F,not_fit
7,101,12,F,not_fit
13,148,65,M,not_fit
33,176,100,F,not_fit
27,160,86,F,not_fit
16,147,70,F,not_fit
40,171,101,M,not_fit
27,189,54,M,fit
11,160,45,M,fit
14,176,31,F,not_fit
10,159,65,F,not_fit
15,169,33,M,not_fit
23,177,45,M,fit
38,160,54,F,fit
5,107,15,M,not_fit
6,121,22,M,fit
13,136,63,M,not_fit
30,160,103,M,not_fit
15,134,31,F,fit
15,140,59,F,not_fit
17,168,70,M,fit
12,168,69,F,fit
17,162,40,F,fit
32,185,64,F,fit
10,167,49,F,fit
35,164,78,M,not_fit
35,172,106,M,not_fit
28,162,77,M,not_fit
22,187,105,M,not_fit
26,157,57,F,fit
24,167,66,F,fit
26,150,107,M,not_fit
21,156,103,F,not_fit
24,175,85,F,not_fit
15,169,49,M,fit
17,173,46,M,fit
14,159,42,F,fit
17,134,33,M,fit
15,143,63,M,not_fit
11,161,49,F,fit
5,103,13,F,not_fit
37,173,92,M,not_fit
10,153,58,F,fit
23,166,67,M,fit
36,164,107,F,not_fit
39,163,66,M,fit
5,94,35,M,not_fit
6,95,27,F,not_fit
5,103,28,M,not_fit
11,138,60,M,not_fit
7,108,30,M,not_fit
6,110,23,M,fit
15,165,38,F,not_fit
24,168,88,M,not_fit
37,153,69,M,not_fit
31,161,98,F,not_fit
36,174,51,F,fit
10,139,47,M,fit
28,154,87,F,not_fit
20,166,79,M,not_fit
10,166,37,M,not_fit
31,153,56,F,fit
14,169,51,F,fit
33,167,103,F,not_fit
31,188,95,M,not_fit
39,154,67,M,not_fit
24,172,83,M,not_fit
30,169,72,M,not_fit
33,154,107,M,not_fit
14,160,64,F,fit
19,152,53,F,fit
20,174,90,M,not_fit
15,169,68,M,fit
35,185,69,M,fit
37,172,107,M,not_fit
18,157,95,M,not_fit
10,154,57,M,fit
19,163,110,M,not_fit
30,173,54,M,fit
32,166,47,F,fit
20,160,88,M,not_fit
25,160,97,M,not_fit
15,133,46,F,not_fit
15,180,58,F,fit
14,142,36,F,fit
23,152,49,F,fit
32,170,92,M,not_fit
18,165,72,M,not_fit
13,161,53,F,fit
34,163,63,M,fit
33,153,53,F,fit
34,150,99,F,not_fit
6,101,33,F,not_fit
27,160,94,F,not_fit
33,174,108,F,not_fit
27,155,78,M,not_fit
26,186,72,M,fit
29,154,98,M,not_fit
21,157,76,F,not_fit
18,155,55,M,fit
31,173,52,F,fit
16,157,46,M,fit
19,159,66,M,not_fit
29,168,75,F,not_fit
13,147,59,M,not_fit
31,179,91,M,not_fit
13,147,44,M,fit
25,162,58,F,fit
18,157,76,F,not_fit
14,154,64,F,not_fit
38,178,58,M,fit
19,167,98,M,not_fit
17,147,65,F,not_fit
25,167,101,M,not_fit
7,123,18,M,not_fit
37,157,57,F,fit
23,177,103,F,not_fit
13,146,53,M,fit
39,155,107,M,not_fit
24,189,79,M,fit
27,183,53,M,fit
12,156,69,F,not_fit
7,93,34,F,not_fit
12,164,52,M,fit
18,169,65,M,fit
16,133,66,F,not_fit
22,174,47,F,fit
11,159,62,F,fit
37,157,69,M,not_fit
14,170,37,M,not_fit
31,173,61,M,fit
14,150,46,F,fit
30,189,56,M,fit
13,131,32,M,fit
27,165,83,M,not_fit
22,179,77,M,fit
8,128,26,F,fit
26,156,65,M,not_fit
7,102,33,M,not_fit
33,167,109,M,not_fit
21,168,99,F,not_fit
29,165,83,F,not_fit
5,131,18,F,not_fit
21,171,92,M,not_fit
13,141,36,M,fit
14,148,42,F,fit
20,176,60,F,fit
38,163,80,F,not_fit
6,110,15,M,not_fit
21,176,92,F,not_fit
11,176,41,F,not_fit
10,175,44,M,fit
27,168,48,F,fit
36,169,48,F,fit
33,157,90,F,not_fit
20,152,56,M,fit
11,145,49,F,fit
38,155,58,M,fit
28,158,95,M,not_fit
16,174,36,F,not_fit
34,152,71,F,not_fit
29,179,57,M,fit
13,136,47,M,not_fit
33,174,85,F,not_fit
38,168,69,F,fit
11,152,61,M,not_fit
27,161,70,F,not_fit
22,167,107,F,not_fit
24,155,74,F,not_fit
21,187,46,F,not_fit
7,96,26,F,not_fit
35,151,95,F,not_fit
8,130,12,M,not_fit
28,158,62,F,fit
23,171,81,F,not_fit
27,161,82,F,not_fit
15,150,47,F,fit
27,156,47,F,fit
40,169,80,F,not_fit
21,169,93,M,not_fit
15,143,38,F,fit
24,160,86,M,not_fit
18,155,89,F,not_fit
20,185,62,F,fit
14,133,56,M,not_fit
8,121,33,F,fit
18,153,93,M,not_fit
11,163,50,M,fit
6,105,27,F,fit
14,148,49,F,fit
32,164,67,F,fit
9,123,30,M,fit
6,96,25,F,not_fit
22,190,68,F,fit
30,158,98,F,not_fit
29,156,67,F,not_fit
6,102,33,F,not_fit
18,158,45,F,fit
23,180,80,M,fit
8,136,28,F,fit
17,175,57,M,fit
13,174,63,M,fit
15,175,39,F,not_fit
18,190,108,F,not_fit
14,173,37,M,not_fit
20,169,75,M,not_fit
33,161,90,F,not_fit
37,163,78,F,not_fit
17,148,70,F,not_fit
14,176,30,F,not_fit
28,187,98,M,not_fit
11,161,38,F,fit
31,180,65,F,fit
28,150,82,F,not_fit
17,130,62,F,not_fit
29,169,46,M,fit
32,169,108,F,not_fit
32,165,79,F,not_fit
26,160,60,F,fit
31,177,95,F,not_fit
22,185,92,M,not_fit
26,188,73,F,fit
6,137,20,M,not_fit
6,120,29,F,fit
37,170,75,F,not_fit
22,158,69,F,not_fit
19,173,83,M,not_fit
18,176,54,F,fit
40,154,107,F,not_fit
16,145,69,M,not_fit
36,179,90,F,not_fit
9,128,16,M,not_fit
33,183,78,F,fit
31,190,106,M,not_fit
12,130,41,M,fit
20,185,64,M,fit
10,144,34,M,fit
8,135,19,F,not_fit
24,151,78,F,not_fit
18,164,59,M,fit
33,163,64,M,fit
18,175,88,M,not_fit
20,188,83,M,fit
6,120,20,M,not_fit
40,167,103,F,not_fit
10,156,39,F,fit
36,181,69,F,fit
11,179,48,F,fit
7,137,32,M,fit
31,176,93,M,not_fit
31,155,45,M,fit
24,174,76,M,not_fit
22,159,70,M,not_fit
27,188,52,F,fit
22,176,49,F,fit
25,175,72,M,fit
15,139,42,F,fit
30,181,94,F,not_fit
36,155,98,M,not_fit
18,154,96,M,not_fit
18,172,57,F,fit
22,189,48,M,not_fit
37,169,55,M,fit
35,184,49,M,fit
34,187,69,F,fit
30,169,109,M,not_fit
18,184,73,F,fit
19,171,50,M,fit
30,151,62,M,not_fit
7,138,14,M,not_fit
23,189,68,M,fit
31,177,91,F,not_fit
37,178,86,F,not_fit
24,159,98,M,not_fit
32,174,73,M,fit
6,120,22,F,fit
37,177,87,M,not_fit
26,150,59,M,not_fit
8,127,20,M,not_fit
37,188,54,M,fit
28,151,62,F,not_fit
19,165,87,F,not_fit
19,171,77,F,not_fit
14,159,50,M,fit
33,166,62,F,fit
8,112,20,M,fit
5,106,24,M,fit
29,161,75,F,not_fit
31,153,75,M,not_fit
9,112,16,F,not_fit
6,104,26,M,fit
23,186,50,M,fit
8,105,21,F,fit
26,182,72,M,fit
37,166,88,M,not_fit
19,163,103,F,not_fit
6,101,28,F,not_fit
34,187,73,F,fit
15,140,62,M,not_fit
25,187,70,M,fit
28,157,87,F,not_fit
24,189,63,M,fit
18,183,54,M,fit
33,183,56,F,fit
24,163,64,M,fit
10,169,37,F,not_fit
39,158,70,F,not_fit
32,161,72,F,not_fit
16,161,48,F,fit
5,101,28,F,not_fit
40,187,66,F,fit
8,116,27,F,fit
12,175,69,M,fit
32,163,47,M,fit
39,166,54,M,fit
40,162,63,F,fit
14,169,47,M,fit
29,166,55,F,fit
27,174,51,F,fit
15,157,50,F,fit
27,150,75,F,not_fit
18,184,105,F,not_fit
7,114,23,M,fit
9,99,30,M,not_fit
8,120,18,M,not_fit
22,158,45,M,fit
9,98,22,F,fit
34,171,108,F,not_fit
7,137,25,M,not_fit
6,121,26,M,fit
40,166,105,F,not_fit
10,139,38,M,fit
21,154,93,F,not_fit
24,153,104,F,not_fit
33,179,74,F,fit
11,138,46,M,fit
23,185,99,F,not_fit
39,159,70,M,not_fit
10,156,61,F,not_fit
40,176,82,M,not_fit
38,190,104,M,not_fit
21,177,99,F,not_fit
33,183,110,F,not_fit
8,116,30,M,fit
23,178,89,F,not_fit
32,162,53,F,fit
19,185,97,M,not_fit
28,151,108,F,not_fit
23,186,98,M,not_fit
10,147,50,F,fit
39,171,71,M,fit
33,151,51,M,fit
6,110,17,M,fit
24,186,62,M,fit
24,171,76,M,not_fit
30,163,94,M,not_fit
25,185,65,F,fit
6,97,31,M,not_fit
18,187,96,M,not_fit
14,158,50,F,fit
11,147,45,F,fit
18,153,56,F,fit
36,182,87,F,not_fit
38,179,73,F,fit
17,150,35,F,fit
21,175,97,F,not_fit
7,137,29,F,fit
16,145,66,M,not_fit
12,142,63,M,not_fit
21,178,109,F,not_fit
20,167,58,M,fit
25,160,88,M,not_fit
12,160,70,M,not_fit
16,163,60,M,fit
38,171,103,M,not_fit
16,133,69,M,not_fit
11,154,55,F,fit
10,172,38,F,not_fit
36,158,71,M,not_fit
40,164,49,M,fit
25,157,61,M,fit
36,167,108,F,not_fit
40,172,94,F,not_fit
7,128,13,M,not_fit
23,151,92,F,not_fit
10,162,35,F,not_fit
9,107,18,F,fit
30,172,54,F,fit
25,182,49,M,fit
18,151,110,M,not_fit
17,164,40,M,fit
23,153,47,M,fit
30,159,98,F,not_fit
13,145,38,F,fit
14,164,43,M,fit
36,167,100,M,not_fit
38,156,104,F,not_fit
6,108,34,M,not_fit
37,174,72,M,fit
25,188,99,M,not_fit
5,102,26,M,fit
28,156,70,F,not_fit
11,166,37,M,not_fit
24,163,99,M,not_fit
33,160,103,M,not_fit
18,175,83,M,not_fit
33,165,107,F,not_fit
6,132,20,M,not_fit
22,162,94,M,not_fit
20,156,73,M,not_fit
9,127,22,M,not_fit
38,190,85,M,fit
26,176,81,F,not_fit
24,183,47,F,fit
26,188,105,M,not_fit
18,181,71,F,fit
5,100,17,F,fit
25,151,88,F,not_fit
27,173,94,M,not_fit
35,161,109,M,not_fit
39,170,104,M,not_fit
22,166,55,F,fit
36,157,47,M,fit
18,181,103,F,not_fit
40,183,108,M,not_fit
40,151,103,M,not_fit
39,159,90,F,not_fit
36,170,110,M,not_fit
6,134,17,F,not_fit
21,189,84,M,fit
18,164,81,F,not_fit
19,184,77,M,fit
36,184,100,F,not_fit
34,180,55,M,fit
36,182,68,F,fit
35,163,108,F,not_fit
22,150,94,F,not_fit
26,154,56,F,fit
15,150,63,M,not_fit
9,94,20,F,fit
20,179,53,M,fit
19,164,106,F,not_fit
7,101,20,F,fit
10,177,68,F,fit
21,179,65,F,fit
8,93,18,F,fit
33,169,100,F,not_fit
16,170,53,M,fit
22,172,100,M,not_fit
35,164,91,M,not_fit
29,183,50,F,fit
25,152,79,F,not_fit
21,160,69,M,not_fit
10,179,45,M,fit
15,175,59,M,fit
5,136,30,F,fit
15,178,44,F,not_fit
6,110,25,F,fit
24,162,47,M,fit
9,116,17,F,not_fit
32,167,52,F,fit
14,140,50,F,not_fit
23,175,91,F,not_fit
24,157,75,F,not_fit
16,131,49,M,not_fit
30,177,108,M,not_fit
40,164,47,M,fit
15,174,53,F,fit
14,154,47,F,fit
14,149,54,M,fit
32,158,109,F,not_fit
12,154,67,M,not_fit
18,177,105,M,not_fit
6,101,31,M,not_fit
18,189,80,M,fit
17,165,51,F,fit
25,189,107,M,not_fit
34,161,98,F,not_fit
36,186,94,M,not_fit
7,122,17,F,not_fit
5,122,31,F,fit
37,150,69,M,not_fit
38,182,61,F,fit
13,143,52,M,not_fit
33,171,59,M,fit
8,91,23,F,not_fit
20,164,96,M,not_fit
39,153,85,F,not_fit
8,125,31,M,fit
26,160,79,F,not_fit
25,190,57,M,fit
22,187,66,M,fit
29,161,58,M,fit
11,136,51,M,not_fit
23,157,100,M,not_fit
25,163,45,M,fit
14,149,65,M,not_fit
23,150,108,F,not_fit
38,173,71,F,fit
31,190,48,F,not_fit
22,174,107,M,not_fit
36,185,83,F,fit
32,177,75,M,fit
24,151,106,M,not_fit
13,151,47,F,fit
9,114,34,F,not_fit
8,122,17,F,not_fit
22,154,50,F,fit
29,155,52,F,fit
5,105,12,M,not_fit
10,139,45,F,fit
15,147,40,M,fit
15,144,48,F,fit
19,158,69,M,not_fit
36,189,59,F,fit
17,146,41,F,fit
7,134,22,F,not_fit
6,108,21,M,fit
18,188,65,F,fit
12,165,57,F,fit
26,162,46,M,fit
10,148,56,M,not_fit
10,133,56,M,not_fit
23,174,79,F,not_fit
28,189,62,M,fit
13,133,37,M,fit
12,171,33,F,not_fit
8,99,15,M,fit
32,156,99,F,not_fit
31,169,108,M,not_fit
8,96,20,F,fit
17,140,51,M,not_fit
10,155,68,M,not_fit
12,144,67,M,not_fit
27,163,51,M,fit
36,182,109,F,not_fit
19,184,74,M,fit
27,182,62,M,fit
24,166,97,M,not_fit
22,155,110,M,not_fit
28,151,78,F,not_fit
15,145,50,F,fit
33,163,82,F,not_fit
25,174,45,M,fit
12,177,68,F,fit
20,169,69,M,fit
32,184,76,F,fit
7,139,33,M,fit
38,190,94,M,not_fit
29,171,83,M,not_fit
27,186,61,F,fit
13,132,34,F,fit
18,182,85,M,not_fit
35,182,85,F,not_fit
35,158,64,M,not_fit
10,150,65,M,not_fit
5,123,15,M,not_fit
37,181,90,F,not_fit
31,181,90,F,not_fit
16,172,49,F,fit
23,189,51,F,fit
11,161,47,F,fit
8,128,33,F,fit
19,156,60,F,fit
22,158,77,F,not_fit
37,187,105,F,not_fit
40,181,95,F,not_fit
26,150,84,F,not_fit
23,158,85,F,not_fit
24,151,64,F,not_fit
37,180,82,M,not_fit
26,163,45,F,fit
24,180,104,M,not_fit
35,187,57,M,fit
13,178,44,F,not_fit
18,168,106,F,not_fit
29,178,105,F,not_fit
38,154,66,M,not_fit
19,169,89,M,not_fit
34,179,74,F,fit
10,140,58,M,not_fit
11,152,61,F,not_fit
21,164,89,M,not_fit
32,159,51,M,fit
36,177,104,F,not_fit
26,156,105,F,not_fit
24,167,72,F,not_fit
11,138,44,F,fit
23,182,75,M,fit
30,190,79,F,fit
25,165,77,M,not_fit
22,169,110,M,not_fit
19,167,100,F,not_fit
20,167,86,F,not_fit
23,152,82,F,not_fit
39,158,51,M,fit
11,145,58,F,not_fit
34,160,72,M,not_fit
6,99,17,F,fit
38,173,99,M,not_fit
10,163,53,M,fit
29,171,101,M,not_fit
38,159,92,M,not_fit
37,161,54,F,fit
13,142,63,M,not_fit
18,169,83,M,not_fit
40,183,77,M,fit
16,143,54,M,not_fit
7,91,26,F,not_fit
24,159,94,M,not_fit
25,175,94,F,not_fit
15,176,34,F,not_fit
37,169,76,M,not_fit
13,153,60,F,not_fit
23,184,102,M,not_fit
13,172,55,M,fit
26,189,103,F,not_fit
13,150,39,M,fit
14,133,41,M,fit
28,158,107,M,not_fit
12,160,64,F,fit
31,177,61,F,fit
12,131,62,M,not_fit
18,174,67,M,fit
24,186,89,M,not_fit
14,179,53,M,fit
17,169,33,F,not_fit
11,152,66,M,not_fit
15,179,50,F,fit
22,150,45,F,fit
16,161,46,M,fit
34,163,89,M,not_fit
6,108,15,M,not_fit
12,148,69,F,not_fit
38,170,83,M,not_fit
24,173,102,M,not_fit
8,92,17,M,fit
39,188,54,M,fit
14,134,44,M,fit
26,185,67,F,fit
37,183,95,F,not_fit
23,182,92,F,not_fit
18,156,45,M,fit
31,177,75,M,fit
33,176,83,F,not_fit
29,187,53,F,fit
5,91,23,M,not_fit
30,181,110,F,not_fit
29,166,59,M,fit
38,189,71,M,fit
19,160,106,F,not_fit
27,170,45,F,fit
28,169,61,F,fit
22,169,57,M,fit
12,149,49,F,fit
40,153,49,M,fit
5,107,34,F,not_fit
29,163,105,M,not_fit
15,133,32,F,fit
29,177,98,F,not_fit
17,154,62,F,not_fit
16,165,55,M,fit
24,161,81,M,not_fit
16,153,49,M,fit
33,170,45,F,fit
21,166,68,M,fit
13,166,60,M,fit
18,188,94,M,not_fit
18,156,49,F,fit
28,178,55,F,fit
27,178,54,M,fit
37,187,76,M,fit
21,155,85,F,not_fit
33,174,67,F,fit
39,186,97,M,not_fit
16,159,58,F,fit
13,166,64,F,fit
9,96,27,M,not_fit
11,152,30,F,not_fit
31,177,87,M,not_fit
12,137,36,M,fit
24,183,58,F,fit
37,159,97,M,not_fit
29,152,57,M,fit
35,184,97,F,not_fit
26,183,101,F,not_fit
35,177,82,F,not_fit
31,180,100,M,not_fit
25,167,85,F,not_fit
24,184,97,F,not_fit
5,118,24,F,fit
9,111,25,M,fit
10,158,59,M,fit
22,166,84,M,not_fit
18,171,96,F,not_fit
29,165,78,F,not_fit
12,159,63,F,fit
33,158,84,F,not_fit
8,98,29,M,not_fit
14,152,36,F,fit
10,142,64,F,not_fit
11,140,60,F,not_fit
15,135,44,M,fit
21,173,76,M,not_fit
13,149,50,M,fit
6,111,32,M,not_fit
34,162,45,F,fit
26,154,97,F,not_fit
31,173,74,F,fit
36,158,48,M,fit
17,171,32,M,not_fit
14,174,39,M,not_fit
25,175,76,M,fit
30,179,110,M,not_fit
27,185,74,F,fit
32,187,104,M,not_fit
25,174,99,M,not_fit
22,177,106,M,not_fit
7,109,35,F,not_fit
17,141,40,M,fit
14,157,36,F,fit
5,103,20,F,fit
29,180,100,F,not_fit
12,151,36,F,fit
30,154,101,M,not_fit
16,180,46,F,fit
26,172,58,F,fit
34,187,94,M,not_fit
18,171,102,M,not_fit
32,166,46,M,fit
16,169,39,F,not_fit
8,137,23,F,not_fit
33,187,61,M,fit
35,182,61,M,fit
31,189,78,F,fit
7,112,26,F,fit
13,135,41,M,fit
30,184,65,M,fit
5,92,35,M,not_fit
20,175,82,M,not_fit
22,185,73,M,fit
8,121,18,M,not_fit
16,162,65,F,fit
9,122,22,M,fit
24,184,60,M,fit
38,172,99,M,not_fit
22,170,106,M,not_fit
5,131,31,F,fit
38,168,73,M,not_fit
26,152,91,F,not_fit
30,164,97,F,not_fit
27,170,67,M,fit
13,155,53,F,fit
21,186,87,M,not_fit
31,186,77,F,fit
23,172,107,M,not_fit
24,176,53,F,fit
21,167,57,F,fit
40,159,55,M,fit
21,155,97,F,not_fit
24,185,72,F,fit
40,169,52,M,fit
26,184,84,M,fit
6,107,24,F,fit
39,172,106,M,not_fit
28,176,103,M,not_fit
36,187,75,F,fit
15,154,45,M,fit
39,157,68,F,not_fit
23,158,108,F,not_fit
36,171,49,M,fit
34,183,74,F,fit
25,174,51,F,fit
19,185,106,F,not_fit
30,160,75,F,not_fit
34,160,55,F,fit
9,137,35,F,fit
21,178,69,M,fit
13,155,57,M,fit
8,107,28,F,fit
6,111,27,F,fit
9,90,19,M,fit
38,184,73,M,fit
10,137,64,F,not_fit
23,178,80,M,not_fit
13,130,54,M,not_fit
35,183,105,M,not_fit
18,168,100,F,not_fit
14,166,36,M,not_fit
16,180,69,M,fit
20,159,56,F,fit
35,190,77,M,fit
40,184,45,F,not_fit
11,172,64,F,fit
18,166,95,M,not_fit
40,174,46,M,fit
38,180,83,M,not_fit
40,178,85,F,not_fit
23,170,98,F,not_fit
5,108,33,M,not_fit
27,184,103,F,not_fit
40,153,55,M,fit
10,138,59,F,not_fit
32,176,109,M,not_fit
23,177,50,M,fit
16,175,66,M,fit
21,150,66,M,not_fit
35,183,71,M,fit
30,186,94,F,not_fit
11,167,30,M,not_fit
40,163,73,F,not_fit
27,158,91,F,not_fit
38,170,66,M,fit
23,162,101,M,not_fit
28,169,67,F,fit
11,175,50,F,fit
18,165,90,M,not_fit
29,184,92,M,not_fit
19,161,64,M,fit
30,188,80,M,fit
36,173,68,M,fit
19,190,90,F,fit
34,152,66,M,not_fit
36,176,80,M,not_fit
6,102,16,M,fit
36,162,110,M,not_fit
25,176,86,F,not_fit
11,144,37,F,fit
37,186,81,M,fit
29,187,71,F,fit
30,168,49,M,fit
15,179,53,M,fit
12,172,65,M,fit
33,172,46,F,fit
30,154,45,F,fit
6,125,22,F,fit
33,187,85,M,fit
13,130,60,M,not_fit
21,181,93,M,not_fit
40,170,87,F,not_fit
39,176,73,M,fit
12,132,37,M,fit
26,160,61,F,fit
17,177,66,M,fit
11,171,41,M,fit
11,140,69,M,not_fit
23,178,84,M,not_fit
9,97,15,M,fit
14,162,63,M,fit
5,133,22,F,not_fit
39,188,109,M,not_fit
34,171,52,M,fit
38,172,100,F,not_fit
21,178,81,F,not_fit
30,159,98,M,not_fit
6,134,19,F,not_fit
29,165,84,M,not_fit
9,130,22,M,not_fit
34,154,107,F,not_fit
6,106,20,M,fit
17,151,49,M,fit
30,186,65,M,fit
40,150,48,F,fit
23,179,107,M,not_fit
33,168,47,M,fit
40,188,99,F,not_fit
11,155,61,M,not_fit
9,110,12,F,not_fit
7,131,14,F,not_fit
6,125,35,F,fit
34,155,98,F,not_fit
35,153,81,F,not_fit
9,99,30,F,not_fit
12,173,47,M,fit
21,183,94,M,not_fit
8,128,20,M,not_fit
18,173,77,F,not_fit
32,174,51,M,fit
11,146,54,M,not_fit
25,159,52,M,fit
15,161,41,M,fit
37,182,89,F,not_fit
20,160,60,M,fit
29,162,58,F,fit
27,188,57,F,fit
33,168,100,F,not_fit
16,132,61,F,not_fit
14,169,35,M,not_fit
39,187,108,F,not_fit
37,157,100,M,not_fit
14,174,69,F,fit
12,134,30,F,fit
21,186,66,M,fit
39,169,63,F,fit
28,175,90,F,not_fit
30,188,68,M,fit
27,190,103,M,not_fit
27,151,73,M,not_fit
16,134,60,M,not_fit
21,152,79,F,not_fit
10,148,53,M,fit
7,114,31,M,fit
34,182,73,F,fit
17,161,31,F,not_fit
7,116,27,M,fit
38,159,74,M,not_fit
22,157,80,F,not_fit
10,141,30,F,fit
37,158,46,M,fit
29,156,49,F,fit
36,163,85,M,not_fit
36,180,96,F,not_fit
18,185,59,F,fit
24,160,76,M,not_fit
19,166,76,F,not_fit
40,177,73,F,fit
38,160,72,F,not_fit
21,186,94,M,not_fit
18,183,49,M,fit
16,164,38,F,fit
30,161,110,F,not_fit
31,190,74,F,fit
14,132,50,M,not_fit
9,94,14,F,fit
34,180,108,F,not_fit
29,159,45,M,fit
16,169,63,F,fit
15,176,46,M,fit
13,160,68,M,not_fit
40,167,51,F,fit
8,114,18,F,not_fit
40,177,99,F,not_fit
21,180,108,F,not_fit
13,149,56,M,not_fit
21,175,51,M,fit
10,151,64,M,not_fit
39,180,107,F,not_fit
36,155,81,M,not_fit
9,124,34,F,fit
29,152,60,M,not_fit
31,156,57,F,fit
23,152,102,F,not_fit
7,140,27,M,not_fit
23,153,57,M,fit
24,153,93,F,not_fit
28,159,75,M,not_fit
22,163,76,F,not_fit
33,162,109,F,not_fit
7,139,32,F,fit
33,157,63,M,not_fit
20,169,68,F,fit
24,161,76,F,not_fit
18,169,63,M,fit
17,159,33,M,not_fit
31,163,99,M,not_fit
35,162,109,M,not_fit
31,183,105,F,not_fit
38,153,106,M,not_fit
11,165,62,F,fit
31,188,108,M,not_fit
37,180,108,F,not_fit
33,171,109,M,not_fit
20,159,94,F,not_fit
7,127,13,F,not_fit
35,182,106,M,not_fit
15,144,63,F,not_fit
28,151,85,M,not_fit
29,170,51,F,fit
26,184,92,F,not_fit
40,167,64,M,fit
10,131,69,F,not_fit
9,103,21,F,fit
8,104,19,F,fit
14,169,44,M,fit
27,153,83,F,not_fit
12,163,43,F,fit
18,179,100,F,not_fit
15,146,53,M,fit
22,160,61,F,fit
15,144,33,M,fit
38,152,90,M,not_fit
36,161,46,F,fit
40,159,83,F,not_fit
9,136,29,F,fit
27,161,75,F,not_fit
19,184,93,F,not_fit
25,156,91,F,not_fit
15,158,35,F,fit
34,182,94,F,not_fit
6,111,27,F,fit
27,186,81,F,fit
37,157,94,M,not_fit
35,152,55,F,fit
23,181,65,M,fit
23,160,91,M,not_fit
21,174,84,M,not_fit
11,139,38,M,fit
15,133,65,F,not_fit
12,143,31,M,fit
19,168,78,M,not_fit
27,164,49,F,fit
29,166,60,F,fit
22,156,53,F,fit
26,172,67,M,fit
24,180,106,F,not_fit
7,96,18,M,fit
12,157,63,F,not_fit
18,160,86,M,not_fit
9,91,34,M,not_fit
12,170,55,M,fit
12,135,54,F,not_fit
11,167,46,M,fit
23,178,85,F,not_fit
21,165,72,M,not_fit
33,186,76,F,fit
29,159,89,M,not_fit
26,182,100,F,not_fit
13,161,53,F,fit
11,140,31,M,fit
11,139,55,F,not_fit
19,167,56,M,fit
9,139,27,M,not_fit
23,184,79,M,fit
23,180,47,F,fit
27,150,63,M,not_fit
36,172,100,F,not_fit
21,183,54,F,fit
32,157,88,M,not_fit
24,176,103,F,not_fit
23,181,106,M,not_fit
34,178,45,M,fit
29,185,78,M,fit
25,168,58,M,fit
26,150,61,F,not_fit
9,98,15,F,fit
39,151,45,M,fit
19,181,46,M,fit
16,175,36,F,not_fit
18,159,97,F,not_fit
15,137,61,M,not_fit
39,165,110,M,not_fit
25,186,66,F,fit
36,188,57,F,fit
35,161,98,F,not_fit
19,183,77,F,fit
31,157,70,F,not_fit
26,158,103,M,not_fit
35,159,97,M,not_fit
39,183,72,F,fit
21,155,80,F,not_fit
6,120,33,M,fit
30,159,57,M,fit
28,177,84,F,not_fit
21,189,65,M,fit
17,154,38,M,fit
28,160,103,F,not_fit
38,172,89,F,not_fit
18,177,105,M,not_fit
9,137,35,F,fit
9,129,31,F,fit
39,164,105,M,not_fit
29,188,105,F,not_fit
31,162,82,M,not_fit
34,170,104,F,not_fit
25,158,45,F,fit
17,168,59,F,fit
11,175,54,M,fit
24,163,108,M,not_fit
30,182,55,M,fit
32,170,71,M,fit
22,168,58,F,fit
19,152,68,M,not_fit
33,173,103,M,not_fit
35,154,108,M,not_fit
15,175,38,M,not_fit
15,137,65,M,not_fit
18,159,70,F,not_fit
22,161,81,M,not_fit
18,161,58,M,fit
29,161,55,F,fit
11,147,32,F,fit
28,155,45,F,fit
9,103,29,F,not_fit
9,98,19,F,fit
35,158,64,M,not_fit
23,173,48,F,fit
19,175,45,M,fit
11,146,40,F,fit
32,151,101,F,not_fit
12,163,54,M,fit
37,162,83,F,not_fit
24,180,49,M,fit
30,159,85,F,not_fit
11,131,66,F,not_fit
28,168,66,F,fit
6,108,32,F,not_fit
15,169,57,M,fit
32,184,106,F,not_fit
13,153,67,F,not_fit
29,152,107,F,not_fit
19,168,89,F,not_fit
21,163,62,M,fit
30,163,63,F,fit
39,170,109,F,not_fit
